,Decade,Year,Date,Time,Location,Operator,Op_Code,Route,AC Type,Make_Type,Aboard,Fatalities,Accident_Code,Summary
334,1931-1940,1934,03/06/1934,15:00,"Petersburg, Illinois",American Airways,Passenger,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,Fairchild,4.0,4.0,Unknown,Crashed into a snow drift due to icing in a blizzard.
335,1931-1940,1934,03/10/1934,15:00,"Pereira, Colombia",Pan American Airways (Scadta),Passenger,Quiddo - Cartago,Sikorsky S-38 Flying Boat,Sikorsky,6.0,5.0,Unknown,"Scadta was a Pan Am subsidiary.  It was operating a domestic flight, which crashed in the Colombian jungle, which was called ""Green Hell."" Five Goigira Indians, who were canoeing up the Uribe River, found pieces of clothing, and then dead bodies of five people from the crash, and the wreckage of the aircraft.  They also found a man who was alive, but dazed, exhausted, half crazy and unable to speak.  They carried him for seven days through the jungle to civilization.  He later recovered, and his name was Newton C. Marshall, General Manager of South American Gold & Platinum Company.  He was the only survivor."
336,1931-1940,1934,03/22/1934,15:00,"Near Lima, Peru",Pan American Grace Airlines,Passenger,Unknown,Ford 5-AT-C Tri-Motor,Ford,15.0,3.0,Landing/Takeoff,Crashed on take off due to engine failure.
337,1931-1940,1934,04/10/1934,15:00,"Ningpo Bay, China",China National Aviation Corporation,Passenger,Unknown,Sikorsky S-38BB,Sikorsky,3.0,3.0,Unknown,Unknown
338,1931-1940,1934,05/09/1934,15:00,English Channel,Air France,Passenger,"Dieppe, France - New Haven, England",Wibault 282T-12,Wibault,6.0,6.0,Weather,Crashed into the English Channel and sunk immedately in fog.
339,1931-1940,1934,05/31/1934,05:00,"Croydon, England",Air France,Passenger,"Croydon, England - Paris, France",Liore-et-Olivier 213,Liore-et-Olivier,2.0,2.0,Landing/Takeoff,The cargo plane struck an aerial mast and crashed into houses while attempting to take off.
340,1931-1940,1934,06/09/1934,17:00,"Mongaup Mountain, New York",American Airways,Passenger,New York - Chicago,Curtiss Condor T-32,Curtiss,7.0,7.0,Weather,"Crashed into Last Chance Hill in the Catskill Mountains at an altitude of 2,000 feet in fog and thunderstorms while en route. Pilot deviated from the prescribed course and flew over hazardous terrain."
341,1931-1940,1934,06/11/1934,11:00,"Junin, Argentina",Panagra,Passenger,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,Ford,10.0,6.0,Weather,"Crashed into Mar Chiquita Lagoon during a heavy rainstorm. The aircraft was named ""San Pedro."""
342,1931-1940,1934,06/22/1934,15:00,"Chausseehausen, Germany",Deutsche Lufthansa,Passenger,Unknown,Dornier Merkur,Dornier,7.0,1.0,Weather,Weather related.
343,1931-1940,1934,06/23/1934,06:00,"Burbank, California",Aerevias Centrales Air Service,Passenger,Mexico - Burbank,Lockheed Orion,Lockheed,1.0,1.0,Fire,Crashed while en route to pick up passengers. The plane crashed near a fire station in heavy fog and burst into flames killing the pilot.
344,1931-1940,1934,07/09/1934,15:00,"San Bernardino, California",United Air Services,Passenger,San Bernardion - Los Angeles,Lockheed Vega,Lockheed,4.0,3.0,Landing/Takeoff,Failed to gain altitude and struck a grove of trees while attempting to take off. The plane came to rest in a watermelon patch.
345,1931-1940,1934,07/27/1934,09:50,"Near Tuttlingen, Germany",Swissair,Passenger,Zurich - Stuttgart - Leipzig - Berlin,Curtiss AT-32C Condor,Curtiss,12.0,12.0,Weather,"The aircraft crashed during a violent storm near the Swiss - Germany border. The plane fell from a height of 3,000 feet, bursting into flames. Failure of the right wing caused by fractures in the structure which occurred because of  oscillations in the wing."
346,1931-1940,1934,08/05/1934,15:00,"Bahia, Brazil",Air France,Passenger,Unknown,Latecoere 26,Latecoere,2.0,2.0,Unknown,The crew lost control of the aircraft and crashed while taking off from Bahia while on a mail flight.
347,1931-1940,1934,08/10/1934,15:00,"Ningbo, China",China National Aviation Corporation,Passenger,Unknown,Sikorsky S-38B,Sikorsky,3.0,23.0,Unknown,Unknown
348,1931-1940,1934,08/31/1934,22:45,"Amazonia, Missouri",Rapid Air Transport,Passenger,Kansas City - Saint Joseph - Omaha,Stinson  SM-6000B,Stinson,5.0,5.0,Human Error,The plane crashed about 11 miles from St. Joseph in heavy fog. Pilot error in taking off in dangerous weather conditions and turning too close the the ground in a fog-bound area. Inaccurate weather conditions reported to the pilot.
349,1931-1940,1934,10/02/1934,10:50,English Channel,Hillman's Airways,Passenger,Croydon - Paris,de havilland 89 Dragon Rapide,de,7.0,7.0,Weather,"While overflying The Channel, the pilot encountered poor weather conditions with light rain and fog. He decided to return but due to low visibility and while cruising VFR, he was unable to distinguish the water surface and eventually lost control of the aircraft that crashed into the sea some five km off Folkestone. The pilot""s lack of skill and knowledge in matters of navigation ."
350,1931-1940,1934,10/03/1934,15:00,"Near Winton, Australia",Qantas,Passenger,Unknown,de Havilland DH-50A,de,3.0,3.0,Unknown,"Crashed after in-flight loss of control, possibly stalled at low altitude in dusty low-visibility conditions."
351,1931-1940,1934,10/19/1934,15:00,"Bass Strait, Australia",Holymans Airways,Passenger,"Launceston, Tasmania - Melbourne, Australia",de Havilland DH-86,de,11.0,11.0,Unknown,Crashed 10 miles off the coast under unknown circumstances
352,1931-1940,1934,11/02/1934,15:00,"Kiapit, Australia",Holdens Air Transport Service,Passenger,Rabaul - Kaiapit,De Havilland DH-61,De,4.0,2.0,War,"On final approach to Kaiapit, the aircraft was too low and hit a house short of runway and caught fir. The aircraft was named ""Canberra."""
353,1931-1940,1934,11/15/1934,15:00,"Near Longreach, Australia",Qantas,Passenger,London - Sydney,de Havilland DH-86,de,4.0,4.0,Landing/Takeoff,The aircraft suddenly went out of control and crashed to the ground on its delivery flight from England to Brisbane. Improper loading of parts resulting in an aft center of gravity.
354,1931-1940,1934,11/15/1934,23:42,"Amazonia, Montana",Rapid Air Transport,Passenger,Omaha - Kansas City,Stinson SM-6000-B,Stinson,2.0,2.0,War,"While flying at night in marginal weather conditions, the pilot flew too close to the ground  hit trees and crashed in flames in a wooded area.  The pilot committed an error in judgment in turning too close to the ground in a fog bound area."
355,1931-1940,1934,12/07/1934,15:00,"Salchau, Germany",Deutsche Lufthansa,Passenger,Berlin - Hanover,Junkers F-13,Junkers,3.0,3.0,Unknown,Crashed under unknown circumstances
356,1931-1940,1934,12/08/1934,05:30,"Columbia, Missouri",Braniff Airlines,Passenger,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,Lockheed,1.0,1.0,Unknown,The mail plane crashed to the ground from a low altitude. Icing.
357,1931-1940,1934,12/10/1934,07:30,"Palma Soriano, Cuba",Cubana de Aviacion,Passenger,Havana - Santiago de Cuba,Ford 4-AT-E Tri-motor,Ford,8.0,4.0,Unknown,Crashed into a mountain in poor weater condtions and low visiblity while en route.
358,1931-1940,1934,12/20/1934,03:33,"Rutbah Wells, Syria",KLM Royal Dutch Airlines,Passenger,"Amsterdam - Batavia, Java",Douglas DC-2-115A,Douglas,7.0,7.0,War,"While flying over the Iraqi Desert at night, the crew encountered poor weather conditions and decided to divert to Rutbah Wells. On approach, the aircraft impacted the ground and exploded.16 km from Rutbah Wells airfield. The aircraft was named ""Uiver"" (Dutch word for stork)."
359,1931-1940,1934,12/22/1934,02:52,"Sunbright, Tennessee",American Airlines,Passenger,"Louisville, KY - Nashville, TN",Lockheed Orion 9D,Lockheed,1.0,1.0,Human Error,"Crashed into Big Pilot mountain, 50 feet from the top of the summit, four miles from Sunbright, in poor visibility. The battery-generator system failed, thus causing an error in the ship's compass and probably affecting other essential navigation instruments."
360,1931-1940,1934,12/31/1934,15:00,Unknown,Aeroflot,Passenger,Unknown,Tupolev ANT-9,Tupolev,10.0,10.0,Unknown,Crashed under unknown circumstances.
361,1931-1940,1935,01/08/1935,15:00,"Near Karachi, Pakistan",Indian Air Force,Passenger,Training,Wapiti,Wapit,2.0,0.0,Weather,Crashed into a column of soldiers during training. The crew survived with injuries but 15 soldiers were killed and 11 injured. Later the pilot was court-martialled and dismissed.
362,1931-1940,1935,01/26/1935,15:00,"Pittsburgh, Pennsylvania",Trans Continental and Western Air,Passenger,"Newark, NJ - Columbus, OH",Consolidated Fleetster,Consolidated,1.0,1.0,Weather,The mail plane crashed and burned soon after taking off in a blinding snowstorm.
363,1931-1940,1935,01/31/1935,19:00,"Stettin, Germany",Deruluft,Passenger,Koenigberg - Berlin,Junkers JU-52/3m,Junkers,11.0,11.0,Weather,"Crashed full speed into a hill, 450 feet high in rain and fog. Icing."
364,1931-1940,1935,03/07/1935,15:00,"Schievelbein, Germany",Deruluft,Passenger,Unknown,Rochrbach Roland,Rochrbach,3.0,0.0,Landing/Takeoff,Fuselage failure forced an emergency landing in a field.
365,1931-1940,1935,03/15/1935,15:00,"El Arish, Egypt",Misrair,Passenger,Jerusalem - Cairo,de Havilland Dragon 1,de,6.0,3.0,Landing/Takeoff,"After flying over the airport into a strong headwind, in an attempt to land, one of the aircraft's two engines failed.  While attempting to return to the airport the pilot headed into the strong wind and lost airspeed until he stalled and crashed from a height  of 100 - 130 feet."
366,1931-1940,1935,03/29/1935,15:00,"Off Samland, Germany",Deutsche Lufthansa,Passenger,Training,Junkers F-13,Junkers,5.0,5.0,Weather,"The crew,(3 student pilots and 2 instructors were performing a training flight over Baltic Sea when the  aircraft crashed into the sea for reasons unknown."
367,1931-1940,1935,04/01/1935,00:45,"Beauvais, France",Air France,Passenger,Unknown,Farman F-300,Farman,3.0,1.0,War,"Shortly after departure, the captain decided to return to Paris because of low visibility. The aircraft hit a tree and crashed in an open field. The chief pilot of Air France, Robert Bajac, 36, was killed. Blame was placed on the aircraft which was found to be unstable in flight."
368,1931-1940,1935,04/06/1935,15:20,"Brilon, Germany",KLM Royal Dutch Airlines,Passenger,"Praha, Czechoslovakia - Amsterdam, Netherlands",Fokker F-12,Fokker,7.0,7.0,Weather,"Crashed after the pilot tried to maintain visual contact with the ground in heavy fog and snow. The plane was named ""Leeuwerik."" The pilot was unable to distinguish the ground from the surroundings and to establish his real position to continue then flight in a safely manner."
369,1931-1940,1935,05/01/1935,10:45,"Near Walsenberg, Colorado",Varney Air Lines,Passenger,Pueblo - El Paso,Lockheed Vega,Lockheed,1.0,1.0,Machine Issue,"Crashed at Rattlesnake Butte after the plane lost engine power. James Montijo, 40, the man who taught Amelia Earhart to fly, killed. The accidental collision with the ground while doing low flying in violation of the Air Commerce Regulations."
370,1931-1940,1935,05/06/1935,03:30,"Atlanta, Missouri",Trans Continental and Western Air,Passenger,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,Douglas,14.0,5.0,Landing/Takeoff,"The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility, the plane was diverted to Kirksville where witnesses reported the low flying aircraft made contact with the ground and crashed. Whether the plane struck the ground while the pilot was attempting to make an emergency landing or because the available fuel supply had been exhausted, or for other reasons, could not be determined. New Mexico Senator Bronson M. Cutting, 46, killed. Improper clearance of the airplane from Albuquerque by the company's ground personnel when the plane's two-way radio was not functioning properly."
371,1931-1940,1935,05/18/1935,00:45,"Near Moscow, Russia",Gor'ky Eskadril'ya,Passenger,Demonstration,Tupolev ANT-20 / I-5,Tupolev,50.0,50.0,Human Error,"Midair collision with an I-5 fighter at 2,300 ft. The fighter was performing aerobatics trying to loop around the Tupolev. The plane crashed into a residental neighborhood and was on its maiden flight. The plane was nicknamed ""Maxim Gorky.""  Pilot error. Forty-nine killed on the Tupolev, one on the I-5"
372,1931-1940,1935,05/18/1935,18:35,"Flint, Michigan",Knowles Flying Service of Detroit,Passenger,Sightseeing,Ford model 4-AT-E,Ford,12.0,3.0,Landing/Takeoff,"While on a sightseeing trip, the plane ran out of fuel and crashed. Carelessness and negligence on the part of the pilot for not replenishing his fuel supply before it got dangerously low and poor judgment on his part for attempting to return to the airport when there was open terrain ahead of him. Many passengers did not use their seatbelts nor were they instructed in their use."
373,1931-1940,1935,05/27/1935,16:00,"Glendo, Wyoming",Wyoming Air Service,Passenger,Billings - Sheridan - Casper - Cheyenne,Boeing 221,Boeing,1.0,1.0,Weather,"While flying in poor weather conditions, the pilot decided to reduce his altitude to maintain a visual contact with the ground and crashed into a hill. The accidental collision with the ground while flying low due to severe local weather conditions."
374,1931-1940,1935,05/28/1935,22:25,"Maywood, Illinois",Chicago and Southern Airlines,Passenger,Chicago - St. Louis,Stinson SM6000B Tri-motor,Stinson,2.0,2.0,Unknown,"Crashed into the ground on a farm  after the pilot made an abrupt turn to avoid trees, striking the wing on the ground. The unintentional collision with the ground while flying at too low altitude at night."
375,1931-1940,1935,05/29/1935,15:00,"San Barbra, Honduras",Unknown,Others,Unknown,Unknown,na,9.0,6.0,Unknown,Crashed into the Ulua River.
376,1931-1940,1935,06/24/1935,14:36,"Medellin, Colombia",Servicio Aereo Columbiano / SCADTA,Passenger,Medellin - Bogotá,Ford Tri-Motor / Ford Tri-Motor,Ford,20.0,17.0,Unknown,"A collision occurred between the two Ford Tri-Motors as one was barely off the ground and one was still on the ground at Olaya Herrera Airfield. The accident was officially attributed to wind sheer or the one aircraft being blown into the other aircraft as it took off. Rivalry among the two pilots may have played a part in the accident as one pilot had buzzed the other four days before the accident..  Actor, singer, Carlos Gardel, 44, and his lyricist Alfredo Le Pera, 35, among those killed."
377,1931-1940,1935,07/14/1935,09:40,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,Passenger,Amsterdam - Sweden,Fokker F-XXII,Fokker,20.0,6.0,War,The plane lost altitude while attempting an emergency landing after taking off and losing two engines. The wing hit a dyke and the plane burst into flames.
378,1931-1940,1935,07/19/1935,14:20,"Off Chandeleur Island, Mississippi",Wedell-Williams Air Service Corporation,Passenger,"New Orleans, LA - Mobile, AL",General 102-E,General,2.0,2.0,Unknown,The plane deviated from its course and flew 20 miles off shore and crashed.  Cause unknown.
379,1931-1940,1935,07/20/1935,12:30,"Pian Giacomo, Switzerland",KLM Royal Dutch Airlines,Passenger,Milan - Frankfort - Amsterdam,Douglas DC-2,Douglas,13.0,13.0,Landing/Takeoff,"Crashed into a mountain near St. Bernard Pass in Switzerland. Mountains obscured by clouds. The crew flew through the wrong valley which ended in a dead end. Icing condtions,."
380,1931-1940,1935,07/23/1935,15:00,"Cardiff, United Kingdom",Jersey Airways,Passenger,Cardiff - Saint-Helier,de Havilland DH-84 Dragon,de,8.0,1.0,Machine Issue,"Shortly after taking from Cardiff Airport, and climbing, the twin engine aircraft stalled and crashed in a field. The plane was named  ""Saint Clements Bay ."""
381,1931-1940,1935,07/28/1935,15:00,"El Retiro, Colombia",Fuerza Aerea Colombiana,Passenger,Palanquero - Tres Esquinas,Junkers W-34,Junkers,5.0,5.0,Machine Issue,"While en route,, the crew encountered engine trouble, lost control of the aircraft and crashed  near the Rio Magdalena."
382,1931-1940,1935,08/07/1935,08:00,"Cairo, Egypt",Ala Littoria,Passenger,Guidonia - Cairo - Massawa - Asmara,Savoia-Marchetti S-66,Savoia-Marchetti,7.0,7.0,Unknown,"Ten minutes after taking off an explosion occurred aboard and the aircraft crashed in the dessert, 8 km south of the airport. The cause of the explosion was undetermined."
383,1931-1940,1935,08/13/1935,15:00,"Hangow, China",China National Aviation Corporation,Passenger,Unknown,Sikorsky S-38B,Sikorsky,3.0,23.0,Weather,Destoryed in a storm.
384,1931-1940,1935,08/14/1935,23:45,"Near Gilmer, Texas",Delta Air Lines,Passenger,Dallas -  Atlanta,Stinson Model A,Stinson,4.0,4.0,Machine Issue,Crashed 3 miles south of Gilmer. The outboard engine separated from the aircraft after a propeller blade broke off resulting in an imbalanced condition which led to loss of control of the aircraft.
